company_name,cik,filing_date,exec_name,name,current_role,age,compensation_salary,compensation_stock,compensation_bonus,compensation_other,compensation_total,compensation_year,education,start_date,past_roles,board_member,committee_memberships,other_board_memberships,notable_achievements
SYSCO CORP,0000096021,2019-10-02,Tim Ørting Jørgensen,Tim Ørting Jørgensen,"Former Executive Vice President and President, Foodservice Operations, International",57,684474,1377688,620169,3535882,6218213,2022,"[{'degree': 'Master of Science', 'field': 'Business Administration', 'university': 'Copenhagen Business School', 'year': None}]",January 2021,['Executive Vice President International for Arla Foods'],False,[],[],
SYSCO CORP,0000096021,2019-10-02,"Thomas R. Peck, Jr.","Thomas R. Peck, Jr.","Executive Vice President, Chief Information and Digital Officer",55,661974,1397230,705005,86184,3479363,2022,"[{'degree': 'Master of Science', 'field': 'Management', 'university': 'Naval Postgraduate School', 'year': None}, {'degree': 'Bachelor of Science', 'field': 'Economics', 'university': 'United States Naval Academy', 'year': None}]",January 2021,"['Executive Vice President, Chief Information and Digital Officer for Ingram Micro Inc.']",False,[],[],Inducted into the CIO Hall of Fame in 2015
SYSCO CORP,0000096021,2019-10-02,Judith S. Sansone,Judith S. Sansone,Executive Vice President and Chief Commercial Officer,62,661974,1397230,775506,70276,3533956,2022,"[{'degree': 'Associate', 'field': None, 'university': 'Holyoke Community College', 'year': None}]",October 2020,"['Senior Vice President, Front Store Business/Chief Merchant for CVS Health Corporation']",False,[],[],
SYSCO CORP,0000096021,2018-10-05,Kevin P. Hourican,Kevin P. Hourican,President and Chief Executive Officer,49,1296438,6990845,2070900,151511,13656506,2022,"[{'degree': 'Undergraduate', 'field': 'Economics', 'university': 'The Pennsylvania State University', 'year': None}, {'degree': ""Master's"", 'field': 'Supply Chain Management', 'university': 'The Pennsylvania State University', 'year': None}]",February 2020,"['Executive Vice President of CVS Health Corporation', 'President of CVS Pharmacy']",True,['Executive Committee'],[],
SYSCO CORP,0000096021,2018-10-05,Aaron E. Alt,Aaron E. Alt,Executive Vice President and Chief Financial Officer,51,789247,1804782,840583,75568,4322593,2022,"[{'degree': 'J.D.', 'field': 'Law', 'university': 'Harvard Law School', 'year': None}, {'degree': 'MBA', 'field': 'Business Administration', 'university': 'J.L. Kellogg School of Management at Northwestern University', 'year': None}, {'degree': 'B.A.', 'field': 'History and Political Science', 'university': 'Northwestern University', 'year': None}]",December 2020,"['Senior Vice President and Chief Financial Officer of Sally Beauty Holdings', 'President of Sally Beauty Supply']",False,[],[],
SYSCO CORP,0000096021,2018-10-05,Greg D. Bertrand,Greg D. Bertrand,"Executive Vice President, U.S. Foodservice Operations",58,696441,3792142,927297,143689,6289701,2022,[],July 2016,"['Senior Vice President, U.S. Foodservice Operations', 'Senior Vice President, Foodservice Operations (West)']",False,[],[],
SYSCO CORP,0000096021,2018-10-05,Tim Ørting Jørgensen,Tim Ørting Jørgensen,"Former Executive Vice President and President, Foodservice Operations, International",57,684474,1377688,620169,3535882,6218213,2022,"[{'degree': 'Master of Science', 'field': 'Business Administration', 'university': 'Copenhagen Business School', 'year': None}]",January 2021,['Executive Vice President International for Arla Foods'],False,[],[],
SYSCO CORP,0000096021,2018-10-05,"Thomas R. Peck, Jr.","Thomas R. Peck, Jr.","Executive Vice President, Chief Information and Digital Officer",55,661974,1397230,705005,86184,3479363,2022,"[{'degree': 'Master of Science', 'field': 'Management', 'university': 'Naval Postgraduate School', 'year': None}, {'degree': 'Bachelor of Science', 'field': 'Economics', 'university': 'United States Naval Academy', 'year': None}]",January 2021,"['Executive Vice President, Chief Information and Digital Officer for Ingram Micro Inc.']",False,[],[],
SYSCO CORP,0000096021,2018-10-05,Judith S. Sansone,Judith S. Sansone,Executive Vice President and Chief Commercial Officer,62,661974,1397230,775506,70276,3533956,2022,"[{'degree': 'Associate', 'field': None, 'university': 'Holyoke Community College', 'year': None}]",October 2020,"['Senior Vice President, Front Store Business/Chief Merchant for CVS Health Corporation']",False,[],[],
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2022-07-27,Strauss Zelnick,Strauss Zelnick,Chairman and Chief Executive Officer,65,1,0,0,142995,142996,2022,[],March 2007,"['Executive Chairman of Direct Holdings Worldwide, Inc.', 'President and CEO of BMG Entertainment', 'President and CEO of Crystal Dynamics', 'President and COO of 20th Century Fox', 'President and COO of Vestron Inc.', 'Vice President, International Television Sales, Columbia Pictures']",True,['Executive Committee'],"['Starwood Property Trust, Inc.']",
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2022-07-27,Lainie Goldstein,Lainie Goldstein,Chief Financial Officer,54,850000,4448891,1530000,10558,6839449,2022,[],June 2007,"['Senior Vice President of Finance', 'Vice President, Finance and Business Development at Nautica Enterprises, Inc.']",False,[],"['Phreesia, Inc.']",
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2022-07-27,Karl Slatoff,Karl Slatoff,President,52,1,0,0,8868,8869,2022,[],February 2008,"['Executive Vice President', 'Vice President, New Media for BMG Entertainment', 'Strategic Planning at Walt Disney Company', 'Corporate Finance and Mergers & Acquisitions at Lehman Brothers']",False,[],[],
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2022-07-27,Daniel Emerson,Daniel Emerson,Executive Vice President and Chief Legal Officer,50,675000,1556938,850500,17837,3100275,2022,[],June 2005,"['Senior Vice President, Corporate Secretary, Deputy General Counsel and General Counsel', 'Partner at Blank Rome LLP']",False,[],[],
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2021-07-27,Strauss Zelnick,Strauss Zelnick,Chairman and CEO,65,1,0,0,142995,142996,2022,[],March 2007,"['Executive Chairman', 'President and CEO of BMG Entertainment', 'President and CEO of Crystal Dynamics', 'President and COO of 20th Century Fox']",True,['Executive Committee'],"['Starwood Property Trust, Inc.']",
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2021-07-27,Lainie Goldstein,Lainie Goldstein,Chief Financial Officer,54,850000,4448891,1530000,10558,6839449,2022,[],June 2007,"['Senior Vice President of Finance', 'Vice President, Finance and Business Development at Nautica Enterprises, Inc.']",False,[],"['Phreesia, Inc.']",
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2021-07-27,Karl Slatoff,Karl Slatoff,President,52,1,0,0,8868,8869,2022,[],February 2008,"['Executive Vice President', 'Vice President, New Media for BMG Entertainment']",False,[],[],
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2021-07-27,Daniel Emerson,Daniel Emerson,Executive Vice President and Chief Legal Officer,50,675000,1556938,850500,17837,3100275,2022,[],October 2014,"['Vice President', 'Senior Vice President, Corporate Secretary, Deputy General Counsel', 'Partner at Blank Rome LLP']",False,[],[],
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2020-07-24,Strauss Zelnick,Strauss Zelnick,Chairman and Chief Executive Officer,65,1,0,0,142995,142996,2022,[],March 2007,"['Executive Chairman of Direct Holdings Worldwide, Inc.', 'President and CEO of BMG Entertainment', 'President and CEO of Crystal Dynamics', 'President and COO of 20th Century Fox', 'President and COO of Vestron Inc.', 'Vice President, International Television Sales, Columbia Pictures']",True,['Executive Committee'],"['Starwood Property Trust, Inc.']",
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2020-07-24,Lainie Goldstein,Lainie Goldstein,Chief Financial Officer,54,850000,4448891,1530000,10558,6839449,2022,[],June 2007,"['Senior Vice President of Finance', 'Vice President, Finance and Business Development at Nautica Enterprises, Inc.']",False,[],"['Phreesia, Inc.']",
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2020-07-24,Karl Slatoff,Karl Slatoff,President,52,1,0,0,8868,8869,2022,[],February 2008,"['Executive Vice President', 'Vice President, New Media for BMG Entertainment', 'Strategic Planning at Walt Disney Company', 'Corporate Finance and Mergers & Acquisitions at Lehman Brothers']",False,[],[],
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2020-07-24,Daniel Emerson,Daniel Emerson,Executive Vice President and Chief Legal Officer,50,675000,1556938,850500,17837,3100275,2022,[],June 2005,"['Senior Vice President, Corporate Secretary, Deputy General Counsel and General Counsel', 'Partner at Blank Rome LLP']",False,[],[],
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2019-07-26,Strauss Zelnick,Strauss Zelnick,Chairman and CEO,65,1,0,0,142995,142996,2022,[],March 2007,"['Executive Chairman of Direct Holdings Worldwide, Inc.', 'President and CEO of BMG Entertainment', 'President and CEO of Crystal Dynamics', 'President and COO of 20th Century Fox', 'President and COO of Vestron Inc.', 'Vice President, International Television Sales, Columbia Pictures']",True,['Executive Committee'],"['Starwood Property Trust, Inc.']",
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2019-07-26,Lainie Goldstein,Lainie Goldstein,Chief Financial Officer,54,850000,4448891,1530000,10558,6839449,2022,[],June 2007,"['Senior Vice President of Finance', 'Vice President, Finance and Business Development at Nautica Enterprises, Inc.']",False,[],"['Phreesia, Inc.']",
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2019-07-26,Karl Slatoff,Karl Slatoff,President,52,1,0,0,8868,8869,2022,[],February 2008,"['Executive Vice President', 'Vice President, New Media for BMG Entertainment', 'Strategic Planning at Walt Disney Company', 'Corporate Finance and Mergers & Acquisitions at Lehman Brothers']",False,[],[],
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2019-07-26,Daniel Emerson,Daniel Emerson,Executive Vice President and Chief Legal Officer,50,675000,1556938,850500,17837,3100275,2022,[],October 2014,"['Vice President', 'Senior Vice President, Corporate Secretary, Deputy General Counsel', 'Partner at Blank Rome LLP']",False,[],[],
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2018-07-26,Strauss Zelnick,Strauss Zelnick,Chairman and Chief Executive Officer,65,1,0,0,142995,142996,2022,[],March 2007,"['Executive Chairman', 'President and CEO of BMG Entertainment', 'President and CEO of Crystal Dynamics', 'President and COO of 20th Century Fox']",True,['Executive Committee'],"['Starwood Property Trust, Inc.']",
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2018-07-26,Lainie Goldstein,Lainie Goldstein,Chief Financial Officer,54,850000,4448891,1530000,10558,6839449,2022,[],June 2007,['Senior Vice President of Finance'],False,[],"['Phreesia, Inc.']",
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2018-07-26,Karl Slatoff,Karl Slatoff,President,52,1,0,0,8868,8869,2022,[],February 2008,"['Executive Vice President', 'Chief Operating Officer']",False,[],[],
TAKE TWO INTERACTIVE SOFTWARE INC,0000946581,2018-07-26,Daniel Emerson,Daniel Emerson,Executive Vice President and Chief Legal Officer,50,675000,1556938,850500,17837,3100275,2022,[],October 2014,"['Vice President', 'Senior Vice President', 'Corporate Secretary', 'Deputy General Counsel']",False,[],[],
TARGET CORP,0000027419,2022-04-25,Brian C. Cornell,Brian C. Cornell,Chairman & Chief Executive Officer,63,1400000,13749937,1201200,612389,19758766,2021,[],2014,"['CEO of PepsiCo Americas Foods', 'CEO & President of Sam’s Club', 'Executive Vice President of Wal-Mart Stores, Inc.']",True,[],"['Yum! Brands, Inc.']",
TARGET CORP,0000027419,2022-04-25,Michael J. Fiddelke,Michael J. Fiddelke,Executive Vice President & Chief Financial Officer,,709110,2326264,304208,165519,4226734,2021,[],,[],False,[],[],
TARGET CORP,0000027419,2022-04-25,John J. Mulligan,John J. Mulligan,Executive Vice President & Chief Operating Officer,,1000000,5169154,429000,1628149,9224603,2021,[],,[],False,[],[],
TARGET CORP,0000027419,2022-04-25,Michael E. McNamara,Michael E. McNamara,Executive Vice President & Chief Information Officer,,725000,3463534,311025,150791,5374118,2021,[],,[],False,[],[],
TARGET CORP,0000027419,2022-04-25,Don H. Liu,Don H. Liu,Executive Vice President and Chief Legal & Risk Officer,,650000,2584666,278850,144884,4307295,2021,[],,[],False,[],[],
TARGET CORP,0000027419,2021-04-26,Brian C. Cornell,Brian C. Cornell,Chairman & Chief Executive Officer,63,1400000,13749937,1201200,612389,19758766,2021,[],2014,"['Chief Executive Officer of PepsiCo Americas Foods', 'Chief Executive Officer & President of Sam’s Club', 'Executive Vice President of Wal-Mart Stores, Inc.']",True,[],"['Yum! Brands, Inc.']",
TARGET CORP,0000027419,2021-04-26,Michael J. Fiddelke,Michael J. Fiddelke,Executive Vice President & Chief Financial Officer,,709110,2326264,304208,165519,4226734,2021,[],,[],False,[],[],
TARGET CORP,0000027419,2021-04-26,John J. Mulligan,John J. Mulligan,Executive Vice President & Chief Operating Officer,,1000000,5169154,429000,1628149,9224603,2021,[],,[],False,[],[],
TARGET CORP,0000027419,2021-04-26,Michael E. McNamara,Michael E. McNamara,Executive Vice President & Chief Information Officer,,725000,3463534,311025,150791,5374118,2021,[],,[],False,[],[],
TARGET CORP,0000027419,2021-04-26,Don H. Liu,Don H. Liu,Executive Vice President and Chief Legal & Risk Officer,,650000,2584666,278850,144884,4307295,2021,[],,[],False,[],[],
TARGET CORP,0000027419,2020-04-27,Brian C. Cornell,Brian C. Cornell,Chairman & Chief Executive Officer,63,1400000,13749937,1201200,612389,19758766,2021,[],2014,"['Chief Executive Officer of PepsiCo Americas Foods', 'Chief Executive Officer & President of Sam’s Club', 'Executive Vice President of Wal-Mart Stores, Inc.']",True,[],"['Yum! Brands, Inc.']",
TARGET CORP,0000027419,2020-04-27,Michael J. Fiddelke,Michael J. Fiddelke,Executive Vice President & Chief Financial Officer,,709110,2326264,304208,165519,4226734,2021,[],,[],False,[],[],
TARGET CORP,0000027419,2020-04-27,John J. Mulligan,John J. Mulligan,Executive Vice President & Chief Operating Officer,,1000000,5169154,429000,1628149,9224603,2021,[],,[],False,[],[],
TARGET CORP,0000027419,2020-04-27,Michael E. McNamara,Michael E. McNamara,Executive Vice President & Chief Information Officer,,725000,3463534,311025,150791,5374118,2021,[],,[],False,[],[],
TARGET CORP,0000027419,2020-04-27,Don H. Liu,Don H. Liu,Executive Vice President and Chief Legal & Risk Officer,,650000,2584666,278850,144884,4307295,2021,[],,[],False,[],[],
TARGET CORP,0000027419,2019-04-29,Brian C. Cornell,Brian C. Cornell,Chairman & Chief Executive Officer,63,1400000,13749937,1201200,612389,19758766,2021,[],2014,"['CEO of PepsiCo Americas Foods', 'CEO & President of Sam’s Club', 'Executive Vice President of Wal-Mart Stores, Inc.']",True,[],"['Yum! Brands, Inc.']",
